afferentCoupling,bugs,commentWeight,cyclomaticComplexity,dc,difficulty,efferentCoupling,effort,instability,intelligentContent,lcom,length,loc,logicalLoc,maintainabilityIndex,maintainabilityIndexWithoutComment,myerDistance,noc,noc-anon,noca,nocc,noi,nom,operators,rdc,rsc,rsysc,sc,sysc,time,vocabulary,volume
0,0.07,34.73,1,1,3.43,1,686.25,1,58.38,2,48,57,7,100.05,65.32,0,1,0,0,1,0,2,0,0.5,1,1.5,2,3,38,18,200.16
0,0,0,1,0,0,0,0,0,0,0,0,87,0,171,171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,1,0,0,0,0,0,0,0,0,46,0,171,171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.4,29.7,8,0.71,12.16,8,14506.1,1,98.14,2,196,89,22,77.8,48.1,2,1,0,0,1,0,2,2,0.36,37,37.36,74,74.71,806,68,1193.14
0,0.05,36.68,1,1,2.86,1,428.91,1,52.54,2,36,46,5,106.06,69.38,0,1,0,0,1,0,2,0,0.5,1,1.5,2,3,24,18,150.12
0,0.07,34.2,1,1,3.69,1,724.42,1,53.14,2,48,55,7,99.58,65.38,0,1,0,0,1,0,2,0,0.5,1,1.5,2,3,40,17,196.2
0,0,0,1,0,0,0,0,0,0,0,0,41,0,171,171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,1,0,0,0,0,0,0,0,0,27,0,171,171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1.01,33.87,15,2.61,19.45,16,58791.88,1,155.44,6,456,195,51,70.23,36.36,1,1,0,0,1,0,6,1,0.44,21.83,22.27,131,133.61,3266,99,3022.99
0,0.28,36.75,3,2,7.68,6,6433.47,1,109.07,4,143,88,18,88.5,51.75,0,1,0,0,1,0,4,0,0.5,4.5,5,18,20,357,58,837.69
0,0.08,32.35,1,1,4,1,1000.78,1,62.55,2,60,63,9,94.61,62.26,0,1,0,0,1,0,2,0,0.5,1,1.5,2,3,56,18,250.2
0,0.07,34.73,1,1,3.13,1,661.8,1,67.77,2,49,57,7,99.87,65.14,0,1,0,0,1,0,2,0,0.5,1,1.5,2,3,37,20,211.77
